"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","24/2489","73/18860",0.328767123287671,2.49118037171775,4.97733721410571,1.20956219750825e-05,0.000443139605087114,0.00038644258278286,"5888/3192/55505/6950/3181/142/3104/3183/7203/3320/10576/5073/545/908/10575/55226/10574/170506/23381/85456/1736/80119/55651/3184",24
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","62/2489","275/18860",0.225454545454545,1.70834581248402,4.61386166700103,1.31021377609455e-05,0.000477123028704312,0.000416078033651333,"8626/1869/898/891/60/6241/10769/51270/5310/890/81610/2146/1033/596/990/1871/8317/9928/9133/5933/8453/1019/86/2932/9978/6240/993/1029/5537/7027/1981/1032/6597/6502/900/57695/3398/9134/1031/5977/55159/5591/1104/51499/8454/8451/51692/91607/899/5311/5721/5515/81853/4291/29117/6601/301/144455/3624/5962/5728/1022",62
"GO:0006284","GO:0006284","base-excision repair","19/2489","52/18860",0.365384615384615,2.76864357017029,4.9797192400668,1.78454848633953e-05,0.00064596380837859,0.000563316660547644,"79661/2237/1642/5111/142/6996/9978/27301/10075/6119/8930/10721/10038/55031/1763/8505/8451/5428/11284",19
"GO:0090224","GO:0090224","regulation of spindle organization","18/2489","48/18860",0.375,2.84150261149056,4.9809209241514,1.95687506610994e-05,0.000704125581823489,0.00061403698816282,"22974/3192/5310/10615/5347/79643/10460/1213/23636/1104/84722/1778/128866/7175/26054/25978/57132/79998",18
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","48/2489","200/18860",0.24,1.81856167135396,4.53779380257935,2.22384568256434e-05,0.000795452494148013,0.00069367917647351,"6672/1869/10769/5888/63967/4282/580/1111/84444/5608/51514/5781/5347/641/9521/22925/4436/8533/10459/54962/9978/11200/29980/1029/6659/10397/5716/545/79858/261726/2177/55159/5591/960/51499/79968/51512/8451/5810/5514/165918/4726/25896/10467/146956/10269/144455/80198",48
"GO:0000910","GO:0000910","cytokinesis","47/2489","195/18860",0.241025641025641,1.82633330242812,4.5226474893498,2.39748123947311e-05,0.000852516123094995,0.000743441860512775,"90293/54443/51203/29127/10112/8556/1072/9055/1894/55143/3925/332/11113/990/55165/9928/10097/5347/55660/6790/79643/10096/10788/63971/9493/5921/79733/1058/382/23636/801/375/10617/805/24137/128866/51100/26586/25978/57132/144455/998/3619/79998/4627/598/1069",47
"GO:0071826","GO:0071826","protein-RNA complex organization","55/2489","240/18860",0.229166666666667,1.73647381813312,4.47720797831227,2.42237237161643e-05,0.000856329882246861,0.000746767672333339,"6637/10946/28985/6732/10181/6635/11171/25804/7536/3692/6634/6636/79833/1207/4686/6633/6632/1660/10262/23246/83443/3320/55794/11168/22827/545/8559/4931/9129/3799/10480/5591/10992/1975/7415/10713/27336/22868/1736/91746/6627/23212/57819/9092/103/8663/10907/6169/3831/9416/1968/23020/84844/51634/11218",55
"GO:0007076","GO:0007076","mitotic chromosome condensation","10/2489","18/18860",0.555555555555556,4.20963349850453,5.31205265378882,2.50344194580405e-05,0.000879843404789852,0.000767272782410445,"51203/10051/64151/5347/9031/23397/9918/23310/10592/8467",10
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","8/2489","12/18860",0.666666666666667,5.05156019820544,5.47412180673565,2.74579391755591e-05,0.000952094006481646,0.000830279358227345,"4085/55143/332/10403/51143/7175/348654/3619",8
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","8/2489","12/18860",0.666666666666667,5.05156019820544,5.47412180673565,2.74579391755591e-05,0.000952094006481646,0.000830279358227345,"6950/7203/10576/5073/908/10575/10574/1736",8
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","47/2489","196/18860",0.239795918367347,1.81701527537491,4.48321971594328,2.75626883596837e-05,0.000952094006481646,0.000830279358227345,"8626/60401/6672/1869/10769/8550/4282/7874/1111/596/23612/5608/9521/6790/22925/4436/23246/54700/8533/9978/3190/11200/55003/1029/8805/8445/6659/10397/5716/545/6597/133746/27113/960/51499/51512/4291/23212/51741/9816/7159/4726/10467/10269/144455/5457/54541",47
"GO:0006999","GO:0006999","nuclear pore organization","9/2489","15/18860",0.6,4.54640417838489,5.35759601529844,2.82548641710006e-05,0.000970458260873288,0.000846294017753415,"55746/9972/9688/57122/8087/23165/7175/129401/81929",9
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","37/2489","142/18860",0.26056338028169,1.97437740141128,4.54439243191646,2.8703470486124e-05,0.000980296492026099,0.000854873506955153,"25956/56681/29097/6836/10959/372/5034/11316/378/10134/5537/5876/10960/6396/2619/9871/10016/10897/6653/7415/51026/9276/79748/51614/6845/84272/126003/51124/11236/286451/83548/1314/9217/64788/10342/27141/10802",37
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","32/2489","116/18860",0.275862068965517,2.09030077167122,4.59280863718775,2.88947728121939e-05,0.000981285964324226,0.000855736382279522,"2066/79017/3329/292/8739/596/538/578/23788/293/2932/28978/7818/3099/5716/2810/27113/92609/26355/55737/10059/51499/2537/2931/27069/203245/282991/2876/4976/7417/4000/598",32
"GO:0032465","GO:0032465","regulation of cytokinesis","28/2489","96/18860",0.291666666666667,2.21005758671488,4.6346091807968,2.97957060522122e-05,0.00100443974095451,0.000875927773749546,"90293/29127/10112/8556/9055/1894/55143/332/11113/990/9928/5347/55660/6790/63971/9493/79733/382/23636/801/805/51100/144455/998/3619/79998/598/1069",28
"GO:0006282","GO:0006282","regulation of DNA repair","54/2489","236/18860",0.228813559322034,1.73379820362136,4.42313646386482,2.99088756611766e-05,0.00100443974095451,0.000875927773749546,"60/3297/5888/7336/10635/580/8914/1111/51377/63979/5111/142/56943/1660/10097/5347/83443/86/10459/83933/6839/7398/545/6597/6502/29844/10721/6874/5977/1054/5591/9643/1387/6944/2271/8505/8451/8089/708/6877/165918/29117/2521/150275/151987/7913/6601/7335/93973/7528/64110/11284/55183/5429",54
"GO:0006998","GO:0006998","nuclear envelope organization","21/2489","63/18860",0.333333333333333,2.52578009910272,4.7299018017677,3.30156325052297e-05,0.00109665855831497,0.000956347753261309,"4001/84823/1111/7443/23435/5347/79643/8815/993/9631/55968/545/9688/221496/1104/128866/25978/57132/23463/10269/4000",21
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","19/2489","54/18860",0.351851851851852,2.66610121571954,4.78061995125571,3.30176770245368e-05,0.00109665855831497,0.000956347753261309,"3192/6950/3181/142/3183/7203/3320/10576/5073/545/908/10575/55226/10574/170506/23381/1736/80119/3184",19
"GO:0140013","GO:0140013","meiotic nuclear division","48/2489","203/18860",0.236453201970443,1.79168637571818,4.42195642523005,3.34994533249179e-05,0.00110658030245425,0.00096500007046988,"898/7272/1164/10051/8438/3297/5888/11130/259266/50511/10635/7153/80010/81930/9319/1642/83540/63979/9133/10097/5347/6790/811/10744/10096/2175/25788/4342/9232/5885/23397/10403/26271/84930/2177/9134/84057/29893/5810/10361/5719/146956/991/10592/3619/80198/5728/4488",48
"GO:0048193","GO:0048193","Golgi vesicle transport","68/2489","319/18860",0.213166144200627,1.61523241447321,4.3211779145875,3.55760505148334e-05,0.00116878926827265,0.00101924977676365,"55614/25956/56681/29097/6836/5587/10959/10890/84084/372/5034/11014/81693/583/11316/25837/63971/378/5870/29934/4218/64083/10134/5537/5876/10960/6844/5877/5584/6396/2619/26286/9871/9570/10016/10897/23760/6653/7415/1445/51026/9276/79748/23041/51614/6845/10228/127018/84272/10945/126003/27032/1176/261729/51124/11236/286451/55207/83548/3916/1314/9217/84342/64788/10342/27141/10802/9950",68
"GO:0031647","GO:0031647","regulation of protein stability","82/2489","404/18860",0.202970297029703,1.53797501083977,4.26204635690882,3.84822900595193e-05,0.00125743482924213,0.0010965536763475,"23560/3329/10103/3312/9736/6950/84897/7874/10598/596/23435/58525/1370/23327/2597/10471/5202/84866/7534/5216/5347/6790/811/7203/3320/7532/10576/483/284996/11200/1029/8805/5295/79589/79139/728492/6659/7398/5217/5292/11235/10403/908/10575/57695/79031/6674/10574/55737/7248/10437/55031/5591/64121/7494/1387/338328/836/1603/8975/8239/7341/5514/79657/5476/11140/51100/84515/10661/60485/9334/11236/6720/7756/11331/25764/5479/83548/4000/3916/5728/1022",82
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","34/2489","128/18860",0.265625,2.01273101647248,4.48271569508377,3.88939106275627e-05,0.00126405209539579,0.00110232430346822,"3192/9775/25804/5393/54512/3182/4686/1660/118460/5436/10921/4076/51010/26986/5073/51690/255967/6741/9887/4904/170506/23381/85456/22916/10492/10957/53918/22894/23112/22849/54542/3184/4116/55110",34
"GO:0032386","GO:0032386","regulation of intracellular transport","61/2489","279/18860",0.218637992831541,1.65669447360501,4.30888690940927,4.05160147942912e-05,0.00130972892744113,0.0011421570621436,"6672/8655/2737/7295/5587/1894/580/7905/7874/127933/23435/10615/347/1660/5781/116150/3320/7529/5901/2932/29934/1029/1128/7430/10134/5116/5295/4607/6844/9972/11235/5770/10541/2619/2810/4946/9538/9001/7514/55737/7545/7494/1783/6653/22916/11052/27346/54888/1778/64801/7341/51614/7175/6993/11236/83658/51715/79809/3916/5962/5604",61
"GO:0021762","GO:0021762","substantia nigra development","17/2489","46/18860",0.369565217391304,2.80032141422258,4.76675211142066,4.1278981667673e-05,0.00132729491585683,0.00115747558897932,"60/8655/84630/1340/57447/7533/3939/445582/10971/9143/59345/801/4722/805/7707/5810/998",17
"GO:0000281","GO:0000281","mitotic cytokinesis","28/2489","98/18860",0.285714285714286,2.16495437065947,4.50833896368358,4.4948881337981e-05,0.00143638374108405,0.00125260716126402,"54443/51203/29127/10112/1072/1894/55143/3925/332/11113/55165/5347/79643/10788/9493/5921/1058/382/23636/375/10617/24137/128866/26586/25978/57132/3619/79998",28
"GO:0006979","GO:0006979","response to oxidative stress","84/2489","418/18860",0.200956937799043,1.52271910280834,4.21392380028494,4.51468835080182e-05,0.00143638374108405,0.00125260716126402,"8614/27086/3297/10549/11030/1072/2146/7295/5587/1894/79661/9415/3040/87178/6647/596/83737/4137/538/56888/9588/10218/347/5111/142/578/3066/4521/22925/8815/5478/9978/11200/5194/5052/1029/9131/3162/140823/1137/11168/5693/2877/5156/11235/10628/2308/3840/2880/154807/1965/2177/6772/81502/7494/8428/488/3043/80310/836/9817/8454/6780/2353/5311/83636/3039/4323/7444/2876/117/5796/3091/1277/1291/4257/51389/140809/11284/51142/5604/10365/4277/4929",84
"GO:0090670","GO:0090670","RNA localization to Cajal body","10/2489","19/18860",0.526315789473684,3.9880738406885,5.081013226994,4.6590541285683e-05,0.00145108674588625,0.00126542900585927,"55505/6950/7203/10576/5073/908/10575/10574/1736/55651",10
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","10/2489","19/18860",0.526315789473684,3.9880738406885,5.081013226994,4.6590541285683e-05,0.00145108674588625,0.00126542900585927,"55505/6950/7203/10576/5073/908/10575/10574/1736/55651",10
"GO:0090672","GO:0090672","telomerase RNA localization","10/2489","19/18860",0.526315789473684,3.9880738406885,5.081013226994,4.6590541285683e-05,0.00145108674588625,0.00126542900585927,"55505/6950/7203/10576/5073/908/10575/10574/1736/55651",10
"GO:0090685","GO:0090685","RNA localization to nucleus","10/2489","19/18860",0.526315789473684,3.9880738406885,5.081013226994,4.6590541285683e-05,0.00145108674588625,0.00126542900585927,"55505/6950/7203/10576/5073/908/10575/10574/1736/55651",10
"GO:0010212","GO:0010212","response to ionizing radiation","37/2489","145/18860",0.255172413793103,1.93352821379587,4.399980054152,4.68092498672983e-05,0.00145108674588625,0.00126542900585927,"8438/3297/5888/2547/1788/1894/10635/580/2625/596/63979/142/578/641/4436/6240/11200/25788/7516/545/64710/27113/2177/55159/5591/85456/836/1936/5810/404672/165918/6422/25896/2876/85453/10269/598",37
"GO:0009314","GO:0009314","response to radiation","91/2489","462/18860",0.196969696969697,1.49250642219706,4.17909027618594,4.86870019376147e-05,0.00150159656486164,0.00130947640012661,"8864/1153/8438/3297/5888/4311/2189/2547/1788/7295/1894/10635/57010/580/2625/55872/596/2237/6833/3815/5608/51514/1642/63979/5111/142/346007/578/641/94233/23788/4436/7319/8533/54962/9978/7846/6240/11200/25788/993/1258/7516/5295/7398/7222/545/1032/1965/64710/27113/2177/3398/9538/51426/3845/55159/5591/5961/170506/1387/85456/51499/836/1936/3150/8451/5810/2956/26103/404672/2353/165918/6422/25896/10874/5500/2876/5796/85453/3091/83658/1291/477/5609/10269/7528/11284/5429/2979/598",91
"GO:0042176","GO:0042176","regulation of protein catabolic process","78/2489","383/18860",0.203655352480418,1.54316590911237,4.18745676722206,5.2223535308306e-05,0.0016024937611102,0.00139746441263156,"10769/79016/5701/90865/5310/10213/54972/4085/81610/51160/580/7874/55872/51377/83737/55353/23327/51514/1642/6613/5347/252839/6790/79643/3320/10459/5708/2932/9978/29934/5707/11200/7430/84900/10134/79589/140462/5700/84961/11124/5716/5887/144165/2308/101/9191/4946/7514/55737/7494/1460/6653/4953/7415/79699/4036/9817/2931/8451/1452/8975/150/8239/5721/7341/51079/5476/2876/152503/1595/991/6449/5706/5709/6625/8742/5962/29979",78
"GO:0010506","GO:0010506","regulation of autophagy","77/2489","377/18860",0.204244031830239,1.54762653287196,4.18796553986329,5.25855525756323e-05,0.00160545285514999,0.00140004490855272,"10769/292/1994/2773/5587/51471/7874/596/6009/4137/2597/525/79443/533/527/92140/7319/1613/2932/9978/4218/11200/10075/3162/3099/1981/55254/11178/8396/2308/8140/8992/3708/493856/1411/5987/7942/7416/55737/7248/64121/10059/7494/3953/6721/836/9817/245973/8454/2931/23012/1452/8975/22930/5476/3315/1649/11140/51100/523/27102/55847/823/6720/3091/8767/11180/10269/534/1982/6625/9114/3607/55613/29979/5604/598",77
"GO:1900034","GO:1900034","regulation of cellular response to heat","9/2489","16/18860",0.5625,4.26225391723584,5.0900890365711,5.69990682253613e-05,0.00173145410764979,0.00150992506571071,"3297/4137/2932/545/27000/9261/1387/26973/7266",9
"GO:0051223","GO:0051223","regulation of protein transport","90/2489","458/18860",0.196506550218341,1.48899700165444,4.13086114030579,5.84315876212287e-05,0.00176609473585164,0.00154013363582691,"8864/6672/8655/2029/2737/4345/10857/3667/54972/3312/51160/7295/5587/1894/580/127933/23435/6833/285381/2695/347/2693/56943/5781/18/415116/5478/3320/79751/1113/7529/5901/2932/29934/4218/1029/64083/1128/10134/5116/79651/5295/382/2151/2778/57818/6659/6844/8620/11235/5770/3418/3301/10541/2308/84876/3708/2810/101/4946/9538/7514/10307/55737/10059/7545/8111/7494/6653/27346/8398/1445/6566/150/7251/7341/51614/127018/7175/10874/27032/10961/51124/6720/1595/3091/51715/5467/10802/7200",90
"GO:0006123","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","11/2489","23/18860",0.478260869565217,3.62394535958216,4.90961017775171,6.06105601877879e-05,0.00181381602146128,0.0015817492726443,"1340/9377/1347/1351/1346/1345/1349/1329/9167/1327/1350",11
"GO:0032212","GO:0032212","positive regulation of telomere maintenance via telomerase","11/2489","23/18860",0.478260869565217,3.62394535958216,4.90961017775171,6.06105601877879e-05,0.00181381602146128,0.0015817492726443,"6950/7203/3320/10576/5073/545/908/10575/10574/1736/3184",11
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","16/2489","43/18860",0.372093023255814,2.8194754594635,4.65735574341936,6.28009406014653e-05,0.00187010682727024,0.00163083801157448,"8833/5471/3251/5631/10606/2618/7298/7083/353/471/1633/7372/221823/7371/55312/51727",16
"GO:0022618","GO:0022618","protein-RNA complex assembly","52/2489","231/18860",0.225108225108225,1.70572162536807,4.20802991521177,6.56245639314489e-05,0.00194461024002749,0.00169580916495715,"6637/10946/28985/6732/10181/6635/11171/25804/7536/3692/6634/6636/79833/1207/4686/6633/6632/1660/10262/23246/83443/3320/55794/11168/22827/545/8559/4931/9129/10480/5591/10992/1975/10713/27336/22868/1736/91746/6627/23212/57819/9092/103/8663/10907/6169/9416/1968/23020/84844/51634/11218",52
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","33/2489","126/18860",0.261904761904762,1.98454150643785,4.32352743187547,6.79064540562634e-05,0.00200241226717128,0.00174621577362653,"1869/5888/63967/580/8914/1111/990/84444/51514/5781/5347/641/4436/54962/11200/29980/545/79858/261726/2177/55159/5591/1763/51499/79968/8451/5810/5514/165918/25896/146956/80198/81620",33
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process","14/2489","35/18860",0.4,3.03093611892326,4.68918068426328,7.14546325492442e-05,0.00209681191145719,0.00182853755649778,"8833/5471/3251/5631/10606/2618/353/471/1633/7372/221823/7371/55312/51727",14
"GO:0034508","GO:0034508","centromere complex assembly","13/2489","31/18860",0.419354838709677,3.177594318226,4.73127692336995,7.22054289449454e-05,0.0021086078162908,0.0018388242469173,"11339/64105/1063/55355/1062/401541/2491/23421/1058/4678/9787/26054/55839",13
"GO:1901976","GO:1901976","regulation of cell cycle checkpoint","17/2489","48/18860",0.354166666666667,2.68364135529664,4.55393568438968,7.71714466194318e-05,0.00224279516737724,0.00195584314104309,"891/5888/11130/4085/55143/580/332/11200/10403/51143/55159/79968/8451/5514/7175/348654/3619",17
"GO:0070482","GO:0070482","response to oxygen levels","73/2489","357/18860",0.204481792717087,1.549428128021,4.08656204769914,7.81451991526799e-05,0.00226022836783708,0.00197104586933579,"8614/1869/891/3297/5230/3673/5327/890/79723/1788/596/5243/5034/18/3066/3778/5352/6513/7184/4841/9131/6839/8813/3099/2023/1137/5885/10397/4842/5770/7422/2308/3764/8140/3708/64506/27113/101/26355/7248/10038/5163/7037/6387/1387/836/2353/4720/114990/4323/4985/6422/6547/523/7019/3654/3091/1277/1291/7371/3624/5467/4000/51142/9114/7852/26608/29979/5604/4017/54541/537/4929",73
"GO:0006406","GO:0006406","mRNA export from nucleus","23/2489","76/18860",0.302631578947368,2.29314245839589,4.40446640760277,7.95944229154779e-05,0.00229118231678126,0.00199803944842463,"29107/9775/3181/4686/56943/55746/9631/9688/79902/9887/57122/7514/23381/22916/80145/54888/84321/91746/7175/3267/4116/55110/84248",23
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","16/2489","44/18860",0.363636363636364,2.75539647174842,4.54539972635417,8.66769385152864e-05,0.00248323266978629,0.00216551812464233,"22974/3192/5310/5347/79643/10460/1213/23636/1104/84722/1778/128866/7175/25978/57132/79998",16
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","49/2489","217/18860",0.225806451612903,1.71101232519862,4.10755389607701,9.67847761312837e-05,0.00275973571563024,0.00240664428433699,"10769/79016/5701/90865/51160/580/83737/23327/51514/1642/6613/5347/6790/3320/2932/9978/7430/84900/10134/79589/140462/5700/11124/5716/144165/2308/101/4946/55737/7494/6653/7415/79699/4036/9817/2931/8451/1452/8975/150/7341/51079/152503/991/6449/5706/8742/5962/29979",49
"GO:0031123","GO:0031123","RNA 3'-end processing","28/2489","102/18860",0.274509803921569,2.08005419926106,4.26468093045917,9.7585648751163e-05,0.00276950820047315,0.00241516643907005,"891/3028/5393/87178/54512/580/4686/118460/1479/51010/1478/5073/7884/1477/6741/64506/170506/22916/11052/51692/1736/91746/25896/26024/58490/10914/55656/11051",28
"GO:0046112","GO:0046112","nucleobase biosynthetic process","9/2489","17/18860",0.529411764705882,4.01153309857491,4.8436332477955,0.000106921606449258,0.00300623772551518,0.00262160785849637,"8833/5471/3251/5631/10606/2618/353/7372/51727",9
"GO:1902969","GO:1902969","mitotic DNA replication","9/2489","17/18860",0.529411764705882,4.01153309857491,4.8436332477955,0.000106921606449258,0.00300623772551518,0.00262160785849637,"5888/9837/4171/4172/4173/4175/7083/5422/10269",9
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","16/2489","45/18860",0.355555555555556,2.6941654390429,4.4365373059084,0.000118141427819778,0.00330631912578962,0.0028832956653092,"3192/6950/3183/7203/3320/10576/5073/545/908/10575/55226/10574/23381/1736/80119/3184",16
"GO:0051231","GO:0051231","spindle elongation","8/2489","14/18860",0.571428571428571,4.32990874131895,4.85982835090372,0.000130143663790267,0.00360880021840441,0.00314707613839525,"29127/3832/9055/55143/332/9493/24137/3619",8
"GO:1990173","GO:1990173","protein localization to nucleoplasm","8/2489","14/18860",0.571428571428571,4.32990874131895,4.85982835090372,0.000130143663790267,0.00360880021840441,0.00314707613839525,"6950/84897/7203/10576/908/10575/10574/1736",8
"GO:0150115","GO:0150115","cell-substrate junction organization","29/2489","109/18860",0.26605504587156,2.01598962038474,4.14786370539937,0.000135417546264916,0.00373789528388775,0.00325965427394712,"667/3673/1072/55901/7145/3909/1308/596/347/10391/1613/57669/6281/5295/382/144165/7422/9616/55920/7248/23332/23603/10580/4323/22998/6422/2335/5796/5728",29
"GO:0051383","GO:0051383","kinetochore organization","10/2489","21/18860",0.476190476190476,3.60825728443245,4.66299905653799,0.000138317774255789,0.00378339794287894,0.00329933514395329,"10051/64105/1063/1062/83540/1058/10403/9787/26054/10592",10
"GO:0098761","GO:0098761","cellular response to interleukin-7","10/2489","21/18860",0.476190476190476,3.60825728443245,4.66299905653799,0.000138317774255789,0.00378339794287894,0.00329933514395329,"3329/3574/5034/5887/1399/6772/4904/2923/471/10963",10
"GO:0051256","GO:0051256","mitotic spindle midzone assembly","7/2489","11/18860",0.636363636363636,4.82194382555974,4.94391117331153,0.000140216989678546,0.00381807073246311,0.00332957176059819,"29127/9055/55143/332/9493/24137/3619",7
"GO:0007035","GO:0007035","vacuolar acidification","14/2489","37/18860",0.378378378378378,2.8671017341166,4.43260056557118,0.000145410414109761,0.00392413372006029,0.00342206463280866,"10159/203547/525/533/252839/527/8992/9296/1657/523/3916/9114/25932/537",14
"GO:0022616","GO:0022616","DNA strand elongation","14/2489","37/18860",0.378378378378378,2.8671017341166,4.43260056557118,0.000145410414109761,0.00392413372006029,0.00342206463280866,"9837/4172/4173/4176/51377/5111/5984/86/29844/64710/5422/1763/93973/7528",14
"GO:0000079","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","13/2489","33/18860",0.393939393939394,2.98501284439412,4.450039892432,0.000155303184932129,0.0041724789018432,0.003638635556211,"1033/990/641/9088/993/1029/9077/5292/5716/900/9134/8812/11140",13
"GO:0042026","GO:0042026","protein refolding","12/2489","29/18860",0.413793103448276,3.13545115750682,4.48731052625496,0.000159598992847825,0.0042689199635624,0.00372273756954778,"3329/3312/3320/2280/3301/6782/3313/23753/3315/55466/6625/10294",12
"GO:0007004","GO:0007004","telomere maintenance via telomerase","19/2489","60/18860",0.316666666666667,2.39949109414758,4.23351413344437,0.000167672018316785,0.00446509846134347,0.00389381621947814,"3192/55505/6950/3183/7203/3320/10576/5073/545/908/10575/55226/10574/23381/85456/1736/80119/55651/3184",19
"GO:0071478","GO:0071478","cellular response to radiation","43/2489","188/18860",0.228723404255319,1.73311506800133,3.9390348702559,0.000185903545257312,0.00492889004859846,0.00429826848868244,"3297/5888/4311/2547/1894/10635/580/2625/55872/5608/1642/63979/5111/142/578/641/94233/23788/9978/11200/5295/545/1965/64710/27113/9538/51426/170506/1387/85456/51499/1936/8451/5810/404672/6422/25896/5796/85453/10269/7528/5429/598",43
"GO:0071479","GO:0071479","cellular response to ionizing radiation","22/2489","75/18860",0.293333333333333,2.22268648721039,4.13689329286408,0.000187154455236713,0.00494038725723115,0.00430829469926666,"3297/5888/2547/1894/10635/580/2625/63979/641/11200/545/64710/27113/85456/1936/5810/404672/6422/25896/85453/10269/598",22
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","34/2489","138/18860",0.246376811594203,1.86688094281505,3.98526360209495,0.000193828984573872,0.00509433135543068,0.00444254258464967,"11065/898/891/6241/3297/332/1111/990/51514/8317/51433/5781/51529/6790/1019/6240/993/7027/1981/26271/5641/9787/9134/286053/55920/8451/51692/440/5514/6777/991/301/150465/5962",34
"GO:0071453","GO:0071453","cellular response to oxygen levels","42/2489","183/18860",0.229508196721311,1.73906170757892,3.91730025556216,0.000202803250800618,0.00530712403069151,0.0046281097289109,"8614/1869/891/5230/890/79723/1788/596/5034/4841/9131/6839/2023/10397/5770/7422/2308/64506/27113/101/26355/7248/5163/2353/4720/114990/4985/6422/6547/523/3654/3091/7371/3624/5467/4000/51142/9114/26608/29979/5604/537",42
"GO:0031124","GO:0031124","mRNA 3'-end processing","16/2489","47/18860",0.340425531914894,2.57952010121129,4.22745732979037,0.00021196788889017,0.00552304262215983,0.00481640284737737,"891/580/4686/1479/1478/7884/1477/64506/170506/22916/11052/51692/91746/58490/10914/11051",16
"GO:0000245","GO:0000245","spliceosomal complex assembly","26/2489","96/18860",0.270833333333333,2.05219633052096,4.02998900793816,0.000215972779032111,0.00560324227145542,0.00488634143841343,"6637/10946/6732/10181/6635/7536/6634/6636/79833/4686/6633/6632/10262/83443/11168/22827/10992/10713/27336/91746/6627/10907/9416/23020/84844/51634",26
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","13/2489","34/18860",0.382352941176471,2.89721834897077,4.31729695840128,0.000221252520047221,0.00571569010121988,0.00498440225099633,"5393/54512/3692/23246/51010/55759/51018/117246/5591/81887/8602/23212/10799",13
"GO:0007098","GO:0007098","centrosome cycle","36/2489","150/18860",0.24,1.81856167135396,3.92459020225679,0.000223325849012454,0.00572903128688278,0.00499603651294397,"10769/5902/3832/56992/81669/29901/1111/84084/5347/6790/4751/9793/117178/7846/7516/79959/55968/23177/23636/10403/253012/55226/10733/7514/26973/6566/9696/899/5311/4957/128866/348654/25978/57132/54875/1069",36
"GO:0098760","GO:0098760","response to interleukin-7","10/2489","22/18860",0.454545454545455,3.44424558968553,4.4727328450316,0.000223664414177723,0.00572903128688278,0.00499603651294397,"3329/3574/5034/5887/1399/6772/4904/2923/471/10963",10
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","11/2489","26/18860",0.423076923076923,3.20579781809191,4.38849156601034,0.000236902932108975,0.00604252415442513,0.00526941987120474,"11004/3192/1062/55143/332/83540/22919/10403/3619/81929/81620",11
"GO:0006271","GO:0006271","DNA strand elongation involved in DNA replication","8/2489","15/18860",0.533333333333333,4.04124815856435,4.59445065939399,0.000246588006212284,0.00626312814098007,0.00546179891690012,"9837/4172/4173/4176/5111/5984/5422/1763",8
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","20/2489","67/18860",0.298507462686567,2.26189262606214,4.03455761110749,0.000279112701051283,0.00703653389626826,0.00613625210091184,"3192/55505/6950/3183/7203/3320/10576/5073/545/908/10575/55226/10721/10574/23381/85456/1736/80119/55651/3184",20
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","16/2489","48/18860",0.333333333333333,2.52578009910272,4.12695044462797,0.000279366110025539,0.00703653389626826,0.00613625210091184,"5440/9031/55646/23160/6597/9191/25926/1387/84128/7913/64768/64431/10269/9188/4691/8467",16
"GO:0031023","GO:0031023","microtubule organizing center organization","38/2489","163/18860",0.233128834355828,1.7664965110289,3.83223554580516,0.00028528839850055,0.00715588534828143,0.00624033325918652,"10769/5902/3832/56992/81669/29901/1111/84084/5347/6790/4751/9793/117178/7846/7516/79959/55968/23177/23636/10403/253012/55226/10733/7514/23332/26973/6566/9696/899/5311/4957/128866/348654/124093/25978/57132/54875/1069",38
"GO:0000022","GO:0000022","mitotic spindle elongation","7/2489","12/18860",0.583333333333333,4.42011517342976,4.62096726606998,0.000298079660382727,0.00738480142218681,0.00643996091111603,"29127/9055/55143/332/9493/24137/3619",7
"GO:1903405","GO:1903405","protein localization to nuclear body","7/2489","12/18860",0.583333333333333,4.42011517342976,4.62096726606998,0.000298079660382727,0.00738480142218681,0.00643996091111603,"6950/7203/10576/908/10575/10574/1736",7
